Event	ID	Name			Wwise Object Path	Notes
	323011021	PopopMenu_Settings_Button			\UI\GUI\PopupMenu\PopopMenu_Settings_Button	
	376222116	WorldMenu_LockedWorld_Button			\UI\Menu\WorldMenu\WorldMenu_LockedWorld_Button	
	574974477	WorldMenu_UnlockedWorld_Button			\UI\Menu\WorldMenu\WorldMenu_UnlockedWorld_Button	
	1415003611	StartMenu_Store_Button			\UI\Menu\StartMenu\StartMenu_Store_Button	
	1575699130	StartMenu_Start_Button			\UI\Menu\StartMenu\StartMenu_Start_Button	
	1952017332	StartMenu_Credits_Button			\UI\Menu\StartMenu\StartMenu_Credits_Button	
	2207195397	LevelMenu_UnlockedLevel_Select			\UI\Menu\LevelMenu\LevelMenu_UnlockedLevel_Select	
	2297784124	LevelMenu_LockedLevel_Select			\UI\Menu\LevelMenu\LevelMenu_LockedLevel_Select	
	2355422256	LevelMenu_StartLevel_Select			\UI\Menu\LevelMenu\LevelMenu_StartLevel_Select	
	2533867219	StartMenu_Logo_Button			\UI\Menu\StartMenu\StartMenu_Logo_Button	
	2656457985	PopupMenu_Store_Button			\UI\GUI\PopupMenu\PopupMenu_Store_Button	
	3094295669	PopupMenu_Back_Button			\UI\GUI\PopupMenu\PopupMenu_Back_Button	
	3215618068	PopupMenu_MainMenu_Button			\UI\GUI\PopupMenu\PopupMenu_MainMenu_Button	
	3455221783	PopupMenu_Restart_Button			\UI\GUI\PopupMenu\PopupMenu_Restart_Button	
	3791509005	StartMenu_Settings_Button			\UI\Menu\StartMenu\StartMenu_Settings_Button	
	4062746263	UI_Spaceship_Idle			\UI\Spaceship\UI_Spaceship_Idle	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	140128883	UI_StartMenu_Settings_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_StartMenu_Settings_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\StartMenu\UI_StartMenu_Settings_Button		13024
	192007627	UI_PopupMenu_Store_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_PopupMenu_Store_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\PopupMenu\UI_PopupMenu_Store_Button		77680
	327717301	UI_LevelMenu_LockedLevel_Select	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_LevelMenu_LockedLevel_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\LevelMenu\UI_LevelMenu_LockedLevel_Select		9928
	449358139	UI_StartMenu_Store_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_StartMenu_Store_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\StartMenu\UI_StartMenu_Store_Button		56008
	461352254	UI_StartMenu_Credits_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_StartMenu_Credits_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\StartMenu\UI_StartMenu_Credits_Button		38944
	462718627	UI_PopupMenu_Settings_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_PopupMenu_Settings_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\PopupMenu\UI_PopupMenu_Settings_Button		18064
	510863609	UI_WorldMenu_UnlockedWorld_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_WorldMenu_UnlockedWorld_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\WorldMenu\UI_WorldMenu_UnlockedWorld_Button		60688
	574571335	UI_WorldMenu_LockedWorld_Button	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_WorldMenu_LockedWorld_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\WorldMenu\UI_WorldMenu_LockedWorld_Button		24040
	599628335	UI_LevelMenu_StartLevel_Select	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_LevelMenu_UnlockedLevel_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\LevelMenu\UI_LevelMenu_StartLevel_Select		79264
	602051237	UI_Spaceship_Move	C:\Users\mikko\Documents\Git\ketsu\Ketsu_WwiseProject\.cache\Mac\SFX\UI_Spaceship_Move_93D9475B.wem		\Actor-Mixer Hierarchy\UI\Spaceship\UI_Spaceship_Move		142408
